,snow,elastic transform,saturate
1,0.21846214617531826,0.2758047627490813,0.21846214617531826
2,0.1791103367849381,0.23728054226025141,0.1791103367849381
3,0.1940548311137236,0.3152817685579411,0.1940548311137236
4,0.1862843634821127,0.3120404823816728,0.1862843634821127
5,0.18873168870435103,0.3051751798584943,0.18873168870435103
